customer_id,recency,frequency,monetary,customer_type,r_score,f_score,m_score,rfm_score,rfm_avg_score,segment
C01084,55,6,446.12,VIP,2,4,1,241,2.3333333333333335,Others
C01085,342,2,598.46,VIP,5,1,1,511,2.3333333333333335,New Customers
C01086,70,8,1438.3,Occasional,2,5,3,253,3.3333333333333335,At Risk
C01087,13,3,959.46,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C01088,35,7,3603.8700000000003,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01089,296,2,539.5500000000001,Regular,5,1,1,511,2.3333333333333335,New Customers
C01090,92,8,10563.61,VIP,3,5,5,355,4.333333333333333,Loyal Customers
C01091,211,5,3397.39,Regular,4,3,4,434,3.6666666666666665,Potential Loyalists
C01092,482,2,208.12,Regular,5,1,1,511,2.3333333333333335,New Customers
C01093,192,11,7498.18,Regular,4,5,5,455,4.666666666666667,Champions
C01094,185,4,1127.12,Regular,4,2,2,422,2.6666666666666665,New Customers
C01095,556,2,586.14,VIP,5,1,1,511,2.3333333333333335,New Customers
C01096,428,1,103.78,VIP,5,1,1,511,2.3333333333333335,New Customers
C01097,33,6,3945.76,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01098,164,4,1854.03,Regular,4,2,3,423,3.0,New Customers
C01099,82,6,1817.3,Regular,3,4,3,343,3.3333333333333335,Promising
C01100,23,5,1234.25,Regular,1,3,2,132,2.0,Others
C01101,89,5,1768.4,Occasional,3,3,3,333,3.0,Promising
C01102,192,5,3959.7999999999997,Regular,4,3,5,435,4.0,Potential Loyalists
C01103,34,5,2558.7,Regular,2,3,4,234,3.0,At Risk
C01104,32,5,1054.51,VIP,2,3,2,232,2.3333333333333335,Others
C01105,91,4,8663.05,Occasional,3,2,5,325,3.3333333333333335,Promising
C01106,49,6,2456.08,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01107,389,2,199.57999999999998,Regular,5,1,1,511,2.3333333333333335,New Customers
C01108,37,4,746.72,Regular,2,2,2,222,2.0,About to Sleep
C01109,22,2,2075.65,VIP,1,1,3,113,1.6666666666666667,About to Sleep
C01110,37,7,1317.79,Regular,2,4,2,242,2.6666666666666665,Others
C01111,203,3,1093.04,Regular,4,1,2,412,2.3333333333333335,New Customers
C01112,7,4,3127.53,Regular,1,2,4,124,2.3333333333333335,About to Sleep
C01113,21,7,1032.32,Occasional,1,4,2,142,2.3333333333333335,Others
C01114,202,8,4133.54,Regular,4,5,5,455,4.666666666666667,Champions
C01115,522,2,1906.8300000000002,Regular,5,1,3,513,3.0,New Customers
C01116,151,5,853.1,Regular,4,3,2,432,3.0,Potential Loyalists
C01117,34,6,1729.95,Occasional,2,4,3,243,3.0,At Risk
C01118,403,3,808.4000000000001,Regular,5,1,2,512,2.6666666666666665,New Customers
C01119,178,4,1012.2,Regular,4,2,2,422,2.6666666666666665,New Customers
C01120,65,5,1875.61,Regular,2,3,3,233,2.6666666666666665,At Risk
C01121,163,5,1343.15,VIP,4,3,2,432,3.0,Potential Loyalists
C01122,126,8,4344.87,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C01123,81,6,1006.05,Regular,3,4,2,342,3.0,Promising
C01124,97,6,711.61,Regular,3,4,1,341,2.6666666666666665,Others
C01125,305,2,173.41,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01126,5,9,3640.29,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01127,43,6,1389.22,Regular,2,4,3,243,3.0,At Risk
C01128,97,7,5136.75,Regular,3,4,5,345,4.0,Loyal Customers
C01129,57,6,4935.45,Occasional,2,4,5,245,3.6666666666666665,Loyal Customers
C01130,7,7,3376.49,Regular,1,4,4,144,3.0,Loyal Customers
C01131,78,7,2344.46,Occasional,3,4,4,344,3.6666666666666665,Loyal Customers
C01132,63,3,526.73,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01133,16,12,7274.74,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C01134,63,5,1228.31,VIP,2,3,2,232,2.3333333333333335,Others
C01135,133,3,676.4200000000001,Occasional,4,1,1,411,2.0,New Customers
C01136,367,2,49.900000000000006,Regular,5,1,1,511,2.3333333333333335,New Customers
C01137,6,6,1192.77,Regular,1,4,2,142,2.3333333333333335,Others
C01138,123,5,1982.77,Regular,3,3,3,333,3.0,Promising
C01139,85,6,5950.38,VIP,3,4,5,345,4.0,Loyal Customers
C01140,233,4,405.81,Regular,5,2,1,521,2.6666666666666665,New Customers
C01141,281,6,2074.89,Regular,5,4,3,543,4.0,Potential Loyalists
C01142,199,2,221.03000000000003,Occasional,4,1,1,411,2.0,New Customers
C01143,129,4,1101.83,Regular,4,2,2,422,2.6666666666666665,New Customers
C01144,311,3,104.32000000000001,Regular,5,1,1,511,2.3333333333333335,New Customers
C01145,78,2,2901.6,VIP,3,1,4,314,2.6666666666666665,Others
C01146,88,5,5581.21,Regular,3,3,5,335,3.6666666666666665,Promising
C01147,185,4,2796.66,Regular,4,2,4,424,3.3333333333333335,New Customers
C01148,24,8,1612.23,Regular,1,5,3,153,3.0,At Risk
C01149,356,1,293.9,Regular,5,1,1,511,2.3333333333333335,New Customers
C01150,546,1,164.92,Regular,5,1,1,511,2.3333333333333335,New Customers
C01151,98,5,354.78999999999996,Occasional,3,3,1,331,2.3333333333333335,Others
C01152,25,10,7895.72,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01153,212,4,451.75,VIP,4,2,1,421,2.3333333333333335,New Customers
C01154,198,5,2771.7000000000003,Regular,4,3,4,434,3.6666666666666665,Potential Loyalists
C01155,3,2,1029.17,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C01156,46,6,1475.84,Regular,2,4,3,243,3.0,At Risk
C01157,1,6,3578.2999999999997,Regular,1,4,4,144,3.0,Loyal Customers
C01158,12,8,1506.6100000000001,Regular,1,5,3,153,3.0,At Risk
C01159,110,7,2945.6400000000003,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01160,90,6,3666.0499999999997,VIP,3,4,5,345,4.0,Loyal Customers
C01161,7,6,3602.4500000000003,Occasional,1,4,4,144,3.0,Loyal Customers
C01162,36,3,1879.79,VIP,2,1,3,213,2.0,About to Sleep
C01163,106,9,1558.29,Occasional,3,5,3,353,3.6666666666666665,Promising
C01164,179,2,458.5,Regular,4,1,1,411,2.0,New Customers
C01165,76,5,2660.29,Regular,3,3,4,334,3.3333333333333335,Promising
C01166,9,3,802.12,Regular,1,1,2,112,1.3333333333333333,About to Sleep
C01167,472,2,250.04000000000002,Regular,5,1,1,511,2.3333333333333335,New Customers
C01168,20,3,289.98,Occasional,1,1,1,111,1.0,About to Sleep
C01169,67,4,7040.340000000001,Occasional,2,2,5,225,3.0,About to Sleep
C01170,248,7,5737.59,Regular,5,4,5,545,4.666666666666667,Champions
C01171,166,5,818.88,Regular,4,3,2,432,3.0,Potential Loyalists
C01172,13,6,4630.88,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C01173,65,5,1002.31,Regular,2,3,2,232,2.3333333333333335,Others
C01174,154,8,893.89,Regular,4,5,2,452,3.6666666666666665,Potential Loyalists
C01176,306,5,3318.23,Regular,5,3,4,534,4.0,Potential Loyalists
C01177,5,3,102.85000000000001,Regular,1,1,1,111,1.0,About to Sleep
C01178,388,6,2468.6600000000003,Occasional,5,4,4,544,4.333333333333333,Champions
C01179,70,3,1291.91,VIP,2,1,2,212,1.6666666666666667,About to Sleep
C01180,74,5,5279.04,VIP,3,3,5,335,3.6666666666666665,Promising
C01181,83,4,1758.1100000000001,Regular,3,2,3,323,2.6666666666666665,Promising
C01182,63,7,6013.530000000001,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01183,146,1,23.49,Regular,4,1,1,411,2.0,New Customers
C01184,29,7,3646.74,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01185,121,8,1226.3999999999999,Regular,3,5,2,352,3.3333333333333335,Promising
C01187,134,7,1234.2,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01188,234,6,3794.26,Occasional,5,4,5,545,4.666666666666667,Champions
C01189,89,7,2781.26,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01190,21,4,1797.1799999999998,VIP,1,2,3,123,2.0,About to Sleep
C01191,177,7,4034.95,VIP,4,4,5,445,4.333333333333333,Champions
C01192,153,4,1810.5700000000002,Regular,4,2,3,423,3.0,New Customers
C01193,147,5,693.74,Regular,4,3,1,431,2.6666666666666665,Potential Loyalists
C01194,10,6,1475.63,Regular,1,4,3,143,2.6666666666666665,At Risk
C01195,21,5,2312.25,Regular,1,3,4,134,2.6666666666666665,At Risk
C01196,28,3,803.3300000000002,Occasional,1,1,2,112,1.3333333333333333,About to Sleep
C01197,79,4,1251.9199999999998,Regular,3,2,2,322,2.3333333333333335,Promising
C01198,79,7,5106.88,Regular,3,4,5,345,4.0,Loyal Customers
C01199,98,1,226.78,Regular,3,1,1,311,1.6666666666666667,Others
C01200,69,6,1145.1799999999998,Occasional,2,4,2,242,2.6666666666666665,Others
C01201,68,6,2751.88,Occasional,2,4,4,244,3.3333333333333335,Loyal Customers
C01202,43,5,2359.77,VIP,2,3,4,234,3.0,At Risk
C01203,174,8,736.06,Regular,4,5,2,452,3.6666666666666665,Potential Loyalists
C01204,176,5,4644.77,Regular,4,3,5,435,4.0,Potential Loyalists
C01205,5,7,2554.32,Regular,1,4,4,144,3.0,Loyal Customers
C01206,408,4,1918.76,Occasional,5,2,3,523,3.3333333333333335,New Customers
C01207,183,7,2888.78,Regular,4,4,4,444,4.0,Champions
C01208,199,6,4201.51,Regular,4,4,5,445,4.333333333333333,Champions
C01209,184,5,2179.75,Occasional,4,3,4,434,3.6666666666666665,Potential Loyalists
C01210,128,8,3995.05,Regular,3,5,5,355,4.333333333333333,Loyal Customers
C01211,191,8,2959.67,Regular,4,5,4,454,4.333333333333333,Champions
C01212,13,10,18837.87,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01213,111,8,1462.6599999999999,Regular,3,5,3,353,3.6666666666666665,Promising
C01214,91,5,2609.96,Regular,3,3,4,334,3.3333333333333335,Promising
C01215,11,8,4056.44,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01216,63,3,791.28,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01217,50,8,4666.53,Regular,2,5,5,255,4.0,Loyal Customers
C01218,13,5,771.09,VIP,1,3,2,132,2.0,Others
C01219,41,6,3927.12,VIP,2,4,5,245,3.6666666666666665,Loyal Customers
C01220,7,7,3439.08,Regular,1,4,4,144,3.0,Loyal Customers
C01221,205,3,1061.5,Occasional,4,1,2,412,2.3333333333333335,New Customers
C01222,46,3,1281.16,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01223,44,4,4386.1900000000005,Regular,2,2,5,225,3.0,About to Sleep
C01224,345,3,2338.22,Regular,5,1,4,514,3.3333333333333335,New Customers
C01225,7,5,2729.7,Regular,1,3,4,134,2.6666666666666665,At Risk
C01226,102,6,1232.08,Regular,3,4,2,342,3.0,Promising
C01227,11,11,8777.66,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C01228,143,5,1819.37,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C01229,134,6,6806.41,Occasional,4,4,5,445,4.333333333333333,Champions
C01230,147,4,1726.49,VIP,4,2,3,423,3.0,New Customers
C01231,47,8,957.1600000000001,Regular,2,5,2,252,3.0,Others
C01232,102,3,5471.66,Occasional,3,1,5,315,3.0,Others
C01233,126,3,221.35999999999999,Regular,3,1,1,311,1.6666666666666667,Others
C01234,183,5,895.3199999999999,Regular,4,3,2,432,3.0,Potential Loyalists
C01235,31,7,5465.69,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01236,25,4,2236.96,Occasional,1,2,4,124,2.3333333333333335,About to Sleep
C01237,9,3,2212.44,Regular,1,1,4,114,2.0,About to Sleep
C01238,75,9,1861.43,Occasional,3,5,3,353,3.6666666666666665,Promising
C01239,16,6,1358.3600000000001,Regular,1,4,3,143,2.6666666666666665,At Risk
C01240,10,6,7552.42,VIP,1,4,5,145,3.3333333333333335,Loyal Customers
C01241,36,5,884.03,Regular,2,3,2,232,2.3333333333333335,Others
C01242,302,5,3214.89,Regular,5,3,4,534,4.0,Potential Loyalists
C01243,93,5,998.13,Regular,3,3,2,332,2.6666666666666665,Promising
C01244,326,2,2573.76,VIP,5,1,4,514,3.3333333333333335,New Customers
C01245,33,7,2078.57,Occasional,2,4,3,243,3.0,At Risk
C01246,301,4,531.61,Regular,5,2,1,521,2.6666666666666665,New Customers
C01247,151,6,2280.54,Regular,4,4,4,444,4.0,Champions
C01248,157,5,589.38,Regular,4,3,1,431,2.6666666666666665,Potential Loyalists
C01249,84,6,1053.66,Occasional,3,4,2,342,3.0,Promising
C01250,230,3,1416.68,Regular,5,1,3,513,3.0,New Customers
C01251,299,4,2703.96,Regular,5,2,4,524,3.6666666666666665,New Customers
C01252,11,4,1553.06,Regular,1,2,3,123,2.0,About to Sleep
C01253,8,6,6161.9,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01254,47,6,1464.25,VIP,2,4,3,243,3.0,At Risk
C01255,85,4,2553.4300000000003,Regular,3,2,4,324,3.0,Promising
C01256,15,10,2694.1,Regular,1,5,4,154,3.3333333333333335,Loyal Customers
C01257,15,4,1767.28,Regular,1,2,3,123,2.0,About to Sleep
C01258,135,5,925.67,Regular,4,3,2,432,3.0,Potential Loyalists
C01259,51,2,512.0,VIP,2,1,1,211,1.3333333333333333,About to Sleep
C01260,266,6,5947.530000000001,Regular,5,4,5,545,4.666666666666667,Champions
C01261,43,3,326.04,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01262,29,5,6561.46,VIP,1,3,5,135,3.0,At Risk
C01263,106,7,2763.08,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01264,146,8,9978.75,Regular,4,5,5,455,4.666666666666667,Champions
C01265,387,3,752.6800000000001,Regular,5,1,2,512,2.6666666666666665,New Customers
C01266,529,3,1575.92,Regular,5,1,3,513,3.0,New Customers
C01267,164,4,1056.76,Occasional,4,2,2,422,2.6666666666666665,New Customers
C01268,36,5,5338.780000000001,Regular,2,3,5,235,3.3333333333333335,At Risk
C01269,137,4,1432.93,Regular,4,2,3,423,3.0,New Customers
C01270,54,3,1212.56,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01271,90,7,2373.74,Regular,3,4,4,344,3.6666666666666665,Loyal Customers
C01272,64,4,570.62,VIP,2,2,1,221,1.6666666666666667,About to Sleep
C01273,110,4,6925.300000000001,Regular,3,2,5,325,3.3333333333333335,Promising
C01274,1,9,4441.09,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01275,154,8,1125.13,Regular,4,5,2,452,3.6666666666666665,Potential Loyalists
C01276,217,1,88.25,Regular,4,1,1,411,2.0,New Customers
C01277,256,6,2308.49,Regular,5,4,4,544,4.333333333333333,Champions
C01278,116,4,2185.4700000000003,Occasional,3,2,4,324,3.0,Promising
C01279,90,5,3974.6400000000003,Regular,3,3,5,335,3.6666666666666665,Promising
C01280,184,1,147.21,VIP,4,1,1,411,2.0,New Customers
C01281,4,8,5207.110000000001,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C01282,37,8,2306.5699999999997,Occasional,2,5,4,254,3.6666666666666665,Loyal Customers
C01283,16,5,810.1,Regular,1,3,2,132,2.0,Others
C01284,10,9,4474.37,Occasional,1,5,5,155,3.6666666666666665,Loyal Customers
C01285,24,12,3137.73,VIP,1,5,4,154,3.3333333333333335,Loyal Customers
C01286,247,6,3987.35,VIP,5,4,5,545,4.666666666666667,Champions
C01287,596,1,134.16,Regular,5,1,1,511,2.3333333333333335,New Customers
C01288,41,5,2219.17,Occasional,2,3,4,234,3.0,At Risk
C01289,211,3,193.07999999999998,Regular,4,1,1,411,2.0,New Customers
C01290,575,2,1124.16,Regular,5,1,2,512,2.6666666666666665,New Customers
C01291,88,6,929.88,Regular,3,4,2,342,3.0,Promising
C01292,96,3,776.77,Regular,3,1,2,312,2.0,Others
C01293,22,5,5653.55,VIP,1,3,5,135,3.0,At Risk
C01294,105,2,279.44,Regular,3,1,1,311,1.6666666666666667,Others
C01295,171,4,731.6,Regular,4,2,2,422,2.6666666666666665,New Customers
C01296,226,5,1441.2,Regular,5,3,3,533,3.6666666666666665,Potential Loyalists
C01297,119,6,807.54,Regular,3,4,2,342,3.0,Promising
C01298,68,4,3018.5800000000004,Regular,2,2,4,224,2.6666666666666665,About to Sleep
C01299,18,4,1113.02,VIP,1,2,2,122,1.6666666666666667,About to Sleep
C01300,226,7,885.65,Occasional,5,4,2,542,3.6666666666666665,Potential Loyalists
C01301,26,7,8646.32,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01302,133,8,2201.43,VIP,4,5,4,454,4.333333333333333,Champions
C01303,26,5,1682.26,Regular,1,3,3,133,2.3333333333333335,At Risk
C01304,227,4,6763.740000000001,VIP,5,2,5,525,4.0,New Customers
C01305,15,6,928.04,Regular,1,4,2,142,2.3333333333333335,Others
C01306,362,2,1059.28,Occasional,5,1,2,512,2.6666666666666665,New Customers
C01307,140,3,2105.75,Regular,4,1,3,413,2.6666666666666665,New Customers
C01308,129,6,1200.07,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01309,103,7,1590.31,Regular,3,4,3,343,3.3333333333333335,Promising
C01310,171,4,2788.01,Occasional,4,2,4,424,3.3333333333333335,New Customers
C01311,160,6,1671.09,Occasional,4,4,3,443,3.6666666666666665,Potential Loyalists
C01312,1,6,3109.29,Occasional,1,4,4,144,3.0,Loyal Customers
C01313,13,6,4890.01,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01314,354,3,3151.0299999999997,Regular,5,1,4,514,3.3333333333333335,New Customers
C01315,56,5,5369.96,VIP,2,3,5,235,3.3333333333333335,At Risk
C01316,76,1,2432.27,Regular,3,1,4,314,2.6666666666666665,Others
C01317,616,4,3194.86,Regular,5,2,4,524,3.6666666666666665,New Customers
C01318,274,3,719.0899999999999,Regular,5,1,2,512,2.6666666666666665,New Customers
C01319,173,4,1827.3300000000002,Occasional,4,2,3,423,3.0,New Customers
C01320,28,3,2010.0,Regular,1,1,3,113,1.6666666666666667,About to Sleep
C01321,196,6,2490.81,Regular,4,4,4,444,4.0,Champions
C01322,150,4,3710.9300000000003,Regular,4,2,5,425,3.6666666666666665,New Customers
C01323,180,2,509.85,Occasional,4,1,1,411,2.0,New Customers
C01324,55,6,5528.150000000001,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01325,47,3,384.18,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01326,209,3,4054.54,Regular,4,1,5,415,3.3333333333333335,New Customers
C01327,51,5,2378.7200000000003,Regular,2,3,4,234,3.0,At Risk
C01328,19,7,4536.91,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01329,30,5,2113.09,Regular,1,3,3,133,2.3333333333333335,At Risk
C01330,14,7,4829.43,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01331,75,3,1741.15,Regular,3,1,3,313,2.3333333333333335,Others
C01332,8,4,2234.54,Regular,1,2,4,124,2.3333333333333335,About to Sleep
C01333,35,5,3655.01,Regular,2,3,5,235,3.3333333333333335,At Risk
C01334,94,3,1382.84,VIP,3,1,3,313,2.3333333333333335,Others
C01335,217,7,4989.73,Regular,4,4,5,445,4.333333333333333,Champions
C01336,22,2,315.71,Occasional,1,1,1,111,1.0,About to Sleep
C01337,201,6,927.2,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01338,140,7,1219.67,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01339,92,4,1051.75,Occasional,3,2,2,322,2.3333333333333335,Promising
C01340,65,6,1339.43,Regular,2,4,2,242,2.6666666666666665,Others
C01341,519,2,1028.58,Occasional,5,1,2,512,2.6666666666666665,New Customers
C01342,36,2,339.26,Regular,2,1,1,211,1.3333333333333333,About to Sleep
C01343,34,4,2392.09,Regular,2,2,4,224,2.6666666666666665,About to Sleep
C01344,322,3,1710.1399999999999,Regular,5,1,3,513,3.0,New Customers
C01345,295,4,527.95,Regular,5,2,1,521,2.6666666666666665,New Customers
C01346,18,2,704.47,Regular,1,1,1,111,1.0,About to Sleep
C01347,96,3,491.14,Regular,3,1,1,311,1.6666666666666667,Others
C01348,65,9,3683.6600000000003,Regular,2,5,5,255,4.0,Loyal Customers
C01349,65,5,2580.58,Regular,2,3,4,234,3.0,At Risk
C01350,16,7,2118.42,VIP,1,4,3,143,2.6666666666666665,At Risk
C01351,28,5,1374.24,Regular,1,3,3,133,2.3333333333333335,At Risk
C01352,119,9,1538.97,Regular,3,5,3,353,3.6666666666666665,Promising
C01353,30,3,3368.1099999999997,Regular,1,1,4,114,2.0,About to Sleep
C01354,5,8,4336.36,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01356,65,6,2257.29,Regular,2,4,4,244,3.3333333333333335,Loyal Customers
C01357,56,8,6259.51,Regular,2,5,5,255,4.0,Loyal Customers
C01358,601,2,335.12,Regular,5,1,1,511,2.3333333333333335,New Customers
C01359,290,4,3468.2599999999998,Occasional,5,2,4,524,3.6666666666666665,New Customers
C01360,25,6,4120.98,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01361,39,7,1957.4,Regular,2,4,3,243,3.0,At Risk
C01362,189,5,2821.03,Occasional,4,3,4,434,3.6666666666666665,Potential Loyalists
C01363,160,7,1022.2,Regular,4,4,2,442,3.3333333333333335,Potential Loyalists
C01364,408,6,1092.47,VIP,5,4,2,542,3.6666666666666665,Potential Loyalists
C01365,59,8,3488.9900000000002,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C01366,231,8,11126.6,Occasional,5,5,5,555,5.0,Champions
C01367,31,5,309.40999999999997,Occasional,1,3,1,131,1.6666666666666667,Others
C01368,11,6,1695.54,VIP,1,4,3,143,2.6666666666666665,At Risk
C01369,393,2,1739.06,Regular,5,1,3,513,3.0,New Customers
C01370,131,7,4460.0,Regular,4,4,5,445,4.333333333333333,Champions
C01371,245,3,1727.26,Regular,5,1,3,513,3.0,New Customers
C01372,22,6,3976.39,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01373,141,5,2842.71,Regular,4,3,4,434,3.6666666666666665,Potential Loyalists
C01374,15,5,1150.78,Regular,1,3,2,132,2.0,Others
C01375,137,6,5993.22,VIP,4,4,5,445,4.333333333333333,Champions
C01377,26,9,4208.25,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01378,35,9,2196.4900000000002,Regular,2,5,4,254,3.6666666666666665,Loyal Customers
C01379,72,7,2966.03,Occasional,2,4,4,244,3.3333333333333335,Loyal Customers
C01380,123,3,1563.21,Regular,3,1,3,313,2.3333333333333335,Others
C01381,240,7,1286.24,Regular,5,4,2,542,3.6666666666666665,Potential Loyalists
C01382,9,13,6444.44,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01383,10,7,1973.97,Regular,1,4,3,143,2.6666666666666665,At Risk
C01384,153,3,1007.94,Regular,4,1,2,412,2.3333333333333335,New Customers
C01385,42,6,6439.0,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01386,115,3,949.6700000000001,Regular,3,1,2,312,2.0,Others
C01387,22,3,1470.1999999999998,VIP,1,1,3,113,1.6666666666666667,About to Sleep
C01388,6,6,2342.09,Occasional,1,4,4,144,3.0,Loyal Customers
C01389,74,2,161.75,Regular,3,1,1,311,1.6666666666666667,Others
C01390,12,6,5304.920000000001,Occasional,1,4,5,145,3.3333333333333335,Loyal Customers
C01391,270,4,2144.92,Regular,5,2,4,524,3.6666666666666665,New Customers
C01392,296,4,320.13,Regular,5,2,1,521,2.6666666666666665,New Customers
C01393,195,2,50.739999999999995,Regular,4,1,1,411,2.0,New Customers
C01394,400,1,2463.99,Occasional,5,1,4,514,3.3333333333333335,New Customers
C01395,156,2,299.01,Regular,4,1,1,411,2.0,New Customers
C01396,124,3,455.89,Occasional,3,1,1,311,1.6666666666666667,Others
C01397,163,4,129.54,Occasional,4,2,1,421,2.3333333333333335,New Customers
C01398,100,3,2321.69,Regular,3,1,4,314,2.6666666666666665,Others
C01399,435,2,71.44,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01400,7,11,4756.16,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01401,37,3,1191.4299999999998,Regular,2,1,2,212,1.6666666666666667,About to Sleep
C01402,275,3,304.99,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01403,185,3,7637.169999999999,VIP,4,1,5,415,3.3333333333333335,New Customers
C01404,89,5,824.5699999999999,VIP,3,3,2,332,2.6666666666666665,Promising
C01405,67,8,10800.9,Regular,2,5,5,255,4.0,Loyal Customers
C01406,273,4,579.68,Regular,5,2,1,521,2.6666666666666665,New Customers
C01407,182,3,1015.3699999999999,Regular,4,1,2,412,2.3333333333333335,New Customers
C01408,63,2,1555.35,Regular,2,1,3,213,2.0,About to Sleep
C01409,20,3,246.35999999999999,Regular,1,1,1,111,1.0,About to Sleep
C01410,10,8,6315.5599999999995,Regular,1,5,5,155,3.6666666666666665,Loyal Customers
C01411,46,5,4042.35,Regular,2,3,5,235,3.3333333333333335,At Risk
C01412,30,6,1173.35,Occasional,1,4,2,142,2.3333333333333335,Others
C01413,79,5,3701.4700000000003,Regular,3,3,5,335,3.6666666666666665,Promising
C01414,76,3,1669.8,Regular,3,1,3,313,2.3333333333333335,Others
C01415,484,1,172.59,Occasional,5,1,1,511,2.3333333333333335,New Customers
C01416,119,4,2168.8900000000003,Occasional,3,2,4,324,3.0,Promising
C01417,30,2,4818.88,Occasional,1,1,5,115,2.3333333333333335,About to Sleep
C01418,66,6,4200.51,Regular,2,4,5,245,3.6666666666666665,Loyal Customers
C01419,35,5,864.63,Regular,2,3,2,232,2.3333333333333335,Others
C01420,27,7,5678.98,Regular,1,4,5,145,3.3333333333333335,Loyal Customers
C01421,18,5,1183.97,Regular,1,3,2,132,2.0,Others
C01422,37,2,1911.86,Regular,2,1,3,213,2.0,About to Sleep
C01423,5,5,1423.82,Regular,1,3,3,133,2.3333333333333335,At Risk
C01424,49,3,485.13,Occasional,2,1,1,211,1.3333333333333333,About to Sleep
C01425,58,11,1587.53,Regular,2,5,3,253,3.3333333333333335,At Risk
C01426,275,5,5638.59,Regular,5,3,5,535,4.333333333333333,Potential Loyalists
C01427,7,3,693.45,Regular,1,1,1,111,1.0,About to Sleep
C01428,225,4,2725.28,VIP,5,2,4,524,3.6666666666666665,New Customers
C01429,720,1,2138.79,Regular,5,1,3,513,3.0,New Customers
C01430,324,4,1416.63,Occasional,5,2,3,523,3.3333333333333335,New Customers
C01431,29,4,4091.8999999999996,VIP,1,2,5,125,2.6666666666666665,About to Sleep
C01432,135,4,1045.54,Occasional,4,2,2,422,2.6666666666666665,New Customers
C01433,223,4,4649.49,VIP,4,2,5,425,3.6666666666666665,New Customers
C01434,177,8,8281.9,Regular,4,5,5,455,4.666666666666667,Champions
C01435,82,4,570.4100000000001,Regular,3,2,1,321,2.0,Others
C01436,88,6,6053.73,Regular,3,4,5,345,4.0,Loyal Customers
C01437,227,5,3118.9500000000003,Regular,5,3,4,534,4.0,Potential Loyalists
C01438,75,10,2880.57,Regular,3,5,4,354,4.0,Loyal Customers
C01439,157,5,1791.82,Regular,4,3,3,433,3.3333333333333335,Potential Loyalists
C01440,74,3,781.69,Regular,3,1,2,312,2.0,Others
C01441,35,6,3201.38,Occasional,2,4,4,244,3.3333333333333335,Loyal Customers
C01442,147,3,144.15,Regular,4,1,1,411,2.0,New Customers
C01443,29,6,2498.04,Regular,1,4,4,144,3.0,Loyal Customers
C01444,2,5,2147.1400000000003,Occasional,1,3,4,134,2.6666666666666665,At Risk
