transaction_id,customer_id,customer_type,date,category,product_price,quantity,total_amount,payment_method,device,region,rating,year_month,day_of_week
T008295,C01965,VIP,2023-04-10,Sports,213.09,1,213.09,PayPal,Desktop,Europe,5,2023-04,Monday
T008296,C01350,Regular,2023-03-31,Books,59.69,1,59.69,PayPal,Desktop,Europe,4,2023-03,Friday
T008297,C01737,Regular,2024-10-26,Beauty,19.31,1,19.31,Debit Card,Tablet,Asia,5,2024-10,Saturday
T008298,C01900,Occasional,2023-11-15,Home & Garden,133.04,1,133.04,Debit Card,Mobile,Asia,4,2023-11,Wednesday
T008299,C00674,Regular,2023-06-01,Clothing,240.18,1,240.18,Credit Card,Mobile,Europe,4,2023-06,Thursday
T008300,C01878,Regular,2023-10-18,Beauty,70.69,1,70.69,Credit Card,Desktop,North America,3,2023-10,Wednesday
T008301,C01200,Occasional,2024-08-19,Books,39.2,1,39.2,PayPal,Desktop,North America,3,2024-08,Monday
T008302,C01119,Regular,2024-01-18,Home & Garden,303.17,2,606.34,Credit Card,Mobile,Asia,5,2024-01,Thursday
T008303,C01972,Regular,2024-06-07,Books,52.09,3,156.27,PayPal,Desktop,North America,5,2024-06,Friday
T008304,C00497,Occasional,2023-06-06,Electronics,1096.83,2,2193.66,Credit Card,Mobile,Asia,5,2023-06,Tuesday
T008305,C01947,Regular,2024-05-21,Home & Garden,254.18,1,254.18,Credit Card,Desktop,Europe,5,2024-05,Tuesday
T008306,C00325,Regular,2023-04-21,Sports,470.82,1,470.82,Bank Transfer,Desktop,North America,4,2023-04,Friday
T008307,C01567,Regular,2023-10-23,Beauty,73.84,3,221.51,Debit Card,Mobile,North America,3,2023-10,Monday
T008308,C01682,Occasional,2023-04-28,Home & Garden,32.19,1,32.19,Credit Card,Desktop,Europe,3,2023-04,Friday
T008309,C00758,Occasional,2024-11-18,Clothing,290.22,1,290.22,Credit Card,Mobile,Asia,4,2024-11,Monday
T008310,C00911,Regular,2024-12-01,Books,61.7,1,61.7,Credit Card,Mobile,North America,3,2024-12,Sunday
T008311,C00215,Occasional,2024-09-20,Beauty,77.82,2,155.64,Credit Card,Tablet,Others,5,2024-09,Friday
T008312,C00691,Occasional,2023-03-21,Electronics,106.24,2,212.49,PayPal,Mobile,Asia,4,2023-03,Tuesday
T008313,C01914,Occasional,2023-09-19,Electronics,1037.44,2,2074.87,Credit Card,Desktop,Europe,5,2023-09,Tuesday
T008314,C00549,Regular,2023-08-22,Sports,197.91,1,197.91,PayPal,Mobile,North America,4,2023-08,Tuesday
T008315,C01286,Occasional,2023-03-29,Beauty,54.35,1,54.35,Credit Card,Mobile,Asia,4,2023-03,Wednesday
T008316,C00549,Occasional,2023-11-06,Beauty,32.2,2,64.41,Bank Transfer,Desktop,Europe,3,2023-11,Monday
T008317,C00254,Regular,2024-11-08,Beauty,154.75,3,464.26,Debit Card,Desktop,Others,4,2024-11,Friday
T008318,C01366,Occasional,2024-01-01,Clothing,35.75,2,71.51,Credit Card,Tablet,Europe,3,2024-01,Monday
T008319,C01997,Regular,2024-06-23,Home & Garden,186.66,2,373.32,Debit Card,Mobile,North America,5,2024-06,Sunday
T008320,C01586,Regular,2023-12-02,Books,66.29,1,66.29,Credit Card,Mobile,Asia,5,2023-12,Saturday
T008321,C00121,Regular,2023-02-12,Clothing,55.79,1,55.79,Debit Card,Mobile,Asia,4,2023-02,Sunday
T008322,C00407,Regular,2024-10-09,Books,43.33,2,86.66,PayPal,Mobile,North America,3,2024-10,Wednesday
T008323,C00748,Regular,2023-03-23,Electronics,291.94,2,583.89,Credit Card,Mobile,North America,4,2023-03,Thursday
T008324,C00356,VIP,2024-01-23,Home & Garden,366.34,1,366.34,Credit Card,Mobile,Europe,5,2024-01,Tuesday
T008325,C01508,VIP,2024-04-22,Beauty,98.24,4,392.98,Credit Card,Mobile,Europe,4,2024-04,Monday
T008326,C01932,Regular,2024-05-03,Books,51.59,1,51.59,PayPal,Mobile,Europe,4,2024-05,Friday
T008327,C01779,Regular,2024-03-17,Books,31.43,3,94.28,Credit Card,Mobile,Europe,5,2024-03,Sunday
T008328,C00802,Regular,2023-12-23,Sports,769.68,2,1539.36,Bank Transfer,Desktop,Asia,5,2023-12,Saturday
T008329,C00662,VIP,2023-06-27,Home & Garden,510.18,2,1020.36,Credit Card,Mobile,Asia,4,2023-06,Tuesday
T008330,C00422,Occasional,2024-10-19,Home & Garden,148.03,2,296.06,Credit Card,Desktop,North America,4,2024-10,Saturday
T008331,C00493,Regular,2024-05-27,Electronics,435.34,2,870.69,Credit Card,Desktop,Europe,5,2024-05,Monday
T008332,C00700,VIP,2024-08-18,Sports,473.75,1,473.75,Bank Transfer,Desktop,Asia,4,2024-08,Sunday
T008333,C01719,Regular,2023-02-12,Home & Garden,29.99,2,59.99,Bank Transfer,Mobile,Asia,4,2023-02,Sunday
T008334,C01385,Occasional,2024-07-28,Home & Garden,233.06,2,466.13,PayPal,Tablet,North America,5,2024-07,Sunday
T008335,C00947,VIP,2023-05-06,Books,71.77,2,143.55,PayPal,Desktop,Europe,4,2023-05,Saturday
T008336,C00997,Regular,2024-11-04,Beauty,45.36,2,90.72,PayPal,Mobile,Asia,3,2024-11,Monday
T008337,C01457,Regular,2024-07-23,Beauty,141.36,3,424.08,Bank Transfer,Mobile,Europe,5,2024-07,Tuesday
T008338,C00520,Regular,2023-08-05,Sports,608.1,1,608.1,Credit Card,Desktop,North America,5,2023-08,Saturday
T008339,C00447,Occasional,2024-07-06,Home & Garden,254.98,1,254.98,Bank Transfer,Mobile,Asia,5,2024-07,Saturday
T008340,C01738,Regular,2024-08-07,Home & Garden,232.27,1,232.27,Debit Card,Mobile,Europe,5,2024-08,Wednesday
T008341,C00944,Regular,2024-06-11,Beauty,34.1,1,34.1,PayPal,Mobile,Others,4,2024-06,Tuesday
T008342,C01548,Regular,2023-02-21,Home & Garden,150.94,1,150.94,PayPal,Desktop,Asia,4,2023-02,Tuesday
T008343,C00851,Regular,2024-09-20,Sports,106.34,1,106.34,Credit Card,Mobile,Europe,5,2024-09,Friday
T008344,C00934,VIP,2024-10-10,Sports,55.82,1,55.82,Debit Card,Desktop,North America,3,2024-10,Thursday
T008345,C00003,Regular,2024-05-07,Clothing,47.16,2,94.33,Credit Card,Mobile,Europe,5,2024-05,Tuesday
T008346,C00850,Regular,2024-12-26,Sports,448.89,1,448.89,PayPal,Mobile,Asia,5,2024-12,Thursday
T008347,C00365,VIP,2024-01-30,Electronics,209.77,4,839.09,Credit Card,Desktop,Europe,5,2024-01,Tuesday
T008348,C01842,Regular,2024-09-25,Beauty,96.04,2,192.08,Bank Transfer,Tablet,Europe,3,2024-09,Wednesday
T008349,C00442,Regular,2023-09-08,Home & Garden,163.49,1,163.49,PayPal,Mobile,North America,5,2023-09,Friday
T008350,C00270,Regular,2024-12-06,Electronics,898.31,1,898.31,PayPal,Mobile,Others,5,2024-12,Friday
T008351,C01113,VIP,2024-12-10,Books,146.91,4,587.62,Credit Card,Desktop,Europe,5,2024-12,Tuesday
T008352,C01825,Regular,2023-10-22,Electronics,865.95,1,865.95,Credit Card,Mobile,Europe,5,2023-10,Sunday
T008353,C01476,Occasional,2023-12-01,Beauty,76.68,1,76.68,Credit Card,Tablet,Europe,4,2023-12,Friday
T008354,C00156,Regular,2024-07-08,Books,66.93,1,66.93,Debit Card,Desktop,Asia,3,2024-07,Monday
T008355,C00636,Regular,2023-05-09,Electronics,386.12,3,1158.35,Debit Card,Mobile,North America,4,2023-05,Tuesday
T008356,C00523,Regular,2023-08-03,Clothing,116.65,2,233.3,Credit Card,Mobile,North America,5,2023-08,Thursday
T008357,C00906,Regular,2023-12-03,Beauty,72.98,2,145.96,Credit Card,Mobile,North America,4,2023-12,Sunday
T008358,C00395,Regular,2023-12-14,Home & Garden,546.28,3,1638.85,Debit Card,Tablet,Europe,5,2023-12,Thursday
T008359,C01158,Regular,2023-05-08,Sports,97.81,2,195.62,Debit Card,Mobile,Europe,4,2023-05,Monday
T008360,C01592,VIP,2023-01-17,Books,86.04,1,86.04,Credit Card,Mobile,North America,4,2023-01,Tuesday
T008361,C00484,Regular,2024-10-19,Beauty,37.97,1,37.97,Debit Card,Desktop,Europe,2,2024-10,Saturday
T008362,C00180,VIP,2024-02-11,Clothing,39.33,1,39.33,PayPal,Desktop,North America,3,2024-02,Sunday
T008363,C01597,Regular,2023-11-24,Beauty,115.13,1,115.13,Debit Card,Desktop,Others,5,2023-11,Friday
T008364,C01761,Regular,2023-07-03,Sports,96.77,1,96.77,Debit Card,Desktop,North America,4,2023-07,Monday
T008365,C01001,Regular,2024-04-05,Clothing,144.67,1,144.67,Bank Transfer,Mobile,Asia,5,2024-04,Friday
T008366,C01852,Occasional,2023-05-06,Electronics,469.0,1,469.0,Bank Transfer,Mobile,Asia,5,2023-05,Saturday
T008367,C01710,Regular,2024-05-23,Beauty,20.06,1,20.06,PayPal,Desktop,Asia,3,2024-05,Thursday
T008368,C01629,Regular,2024-02-28,Beauty,61.38,3,184.13,Credit Card,Mobile,North America,4,2024-02,Wednesday
T008369,C00300,Occasional,2023-09-21,Sports,272.73,2,545.46,Credit Card,Mobile,Asia,4,2023-09,Thursday
T008370,C00003,Regular,2024-04-05,Electronics,709.58,1,709.58,Debit Card,Desktop,North America,5,2024-04,Friday
T008371,C00439,Occasional,2024-01-14,Clothing,86.63,1,86.63,Debit Card,Mobile,Asia,4,2024-01,Sunday
T008372,C01863,Regular,2023-03-28,Clothing,196.15,3,588.46,Credit Card,Desktop,North America,4,2023-03,Tuesday
T008373,C01365,Regular,2023-05-25,Sports,173.44,1,173.44,Credit Card,Desktop,North America,5,2023-05,Thursday
T008374,C00768,Occasional,2023-03-01,Home & Garden,250.49,2,500.99,Credit Card,Desktop,Europe,4,2023-03,Wednesday
T008375,C00494,Regular,2024-12-19,Home & Garden,159.17,2,318.34,Credit Card,Mobile,Others,5,2024-12,Thursday
T008376,C00819,Occasional,2023-08-21,Home & Garden,153.57,1,153.57,PayPal,Mobile,North America,5,2023-08,Monday
T008377,C01988,Occasional,2023-07-17,Electronics,523.69,1,523.69,Credit Card,Mobile,Europe,5,2023-07,Monday
T008378,C01820,Regular,2024-12-04,Beauty,34.54,2,69.08,Credit Card,Mobile,Asia,3,2024-12,Wednesday
T008379,C00018,Regular,2024-10-31,Books,39.12,1,39.12,PayPal,Mobile,Others,4,2024-10,Thursday
T008380,C01554,Occasional,2023-12-23,Electronics,315.62,2,631.24,Bank Transfer,Mobile,Asia,5,2023-12,Saturday
T008381,C00650,VIP,2023-01-13,Books,16.5,3,49.49,Credit Card,Mobile,North America,4,2023-01,Friday
T008382,C01088,Occasional,2023-01-30,Clothing,93.28,1,93.28,PayPal,Mobile,Asia,4,2023-01,Monday
T008383,C01457,Occasional,2024-01-06,Home & Garden,92.09,1,92.09,Credit Card,Desktop,North America,4,2024-01,Saturday
T008384,C01971,Regular,2023-12-21,Beauty,46.64,1,46.64,Debit Card,Desktop,Asia,4,2023-12,Thursday
T008385,C00316,Regular,2023-06-16,Books,6.1,1,6.1,Credit Card,Mobile,Europe,4,2023-06,Friday
T008386,C01639,Regular,2024-06-05,Clothing,95.51,1,95.51,PayPal,Mobile,Asia,5,2024-06,Wednesday
T008387,C00253,VIP,2024-08-13,Clothing,161.98,1,161.98,Debit Card,Mobile,Europe,5,2024-08,Tuesday
T008388,C01973,Regular,2023-06-11,Electronics,1392.72,2,2785.45,PayPal,Mobile,North America,5,2023-06,Sunday
T008389,C00894,Regular,2024-12-22,Books,42.05,3,126.15,Debit Card,Desktop,Others,2,2024-12,Sunday
T008390,C00545,Regular,2024-09-16,Sports,458.76,1,458.76,Bank Transfer,Mobile,Asia,4,2024-09,Monday
T008391,C01908,Regular,2023-12-22,Sports,776.08,1,776.08,Credit Card,Mobile,North America,5,2023-12,Friday
T008392,C01997,Regular,2024-10-19,Clothing,104.02,1,104.02,Credit Card,Mobile,North America,4,2024-10,Saturday
T008393,C01183,Regular,2024-08-07,Books,7.83,3,23.49,Debit Card,Desktop,North America,2,2024-08,Wednesday
T008394,C00958,Regular,2024-12-14,Electronics,1049.62,1,1049.62,Credit Card,Desktop,Europe,4,2024-12,Saturday
T008395,C00078,VIP,2024-06-17,Beauty,68.48,1,68.48,PayPal,Mobile,North America,4,2024-06,Monday
T008396,C00882,Regular,2023-09-21,Beauty,41.74,1,41.74,Debit Card,Mobile,Europe,4,2023-09,Thursday
T008397,C00472,Regular,2023-11-15,Home & Garden,546.92,1,546.92,Credit Card,Desktop,Europe,5,2023-11,Wednesday
T008398,C00483,Regular,2024-08-26,Books,66.73,1,66.73,Debit Card,Desktop,Asia,3,2024-08,Monday
T008399,C00926,Regular,2023-06-10,Electronics,963.95,2,1927.9,Debit Card,Desktop,Europe,5,2023-06,Saturday
T008400,C01055,Regular,2023-04-12,Home & Garden,214.6,1,214.6,Debit Card,Tablet,Asia,4,2023-04,Wednesday
T008401,C01911,Regular,2024-12-23,Sports,755.46,1,755.46,Bank Transfer,Desktop,Asia,5,2024-12,Monday
T008402,C01847,Occasional,2023-03-04,Electronics,357.76,1,357.76,PayPal,Desktop,Others,5,2023-03,Saturday
T008403,C01765,Occasional,2023-09-18,Clothing,13.67,1,13.67,Credit Card,Mobile,Europe,4,2023-09,Monday
T008404,C01680,Regular,2023-06-05,Beauty,63.44,1,63.44,Debit Card,Mobile,Europe,4,2023-06,Monday
T008405,C01219,VIP,2024-10-21,Home & Garden,161.86,2,323.73,Debit Card,Mobile,North America,5,2024-10,Monday
T008406,C01626,Regular,2023-09-02,Sports,381.99,1,381.99,Credit Card,Desktop,North America,5,2023-09,Saturday
T008407,C01775,Regular,2023-03-03,Beauty,29.06,1,29.06,PayPal,Mobile,North America,3,2023-03,Friday
T008408,C01734,Regular,2024-10-16,Sports,55.96,1,55.96,Credit Card,Mobile,Europe,4,2024-10,Wednesday
T008409,C00627,Regular,2024-10-25,Books,45.37,1,45.37,Credit Card,Mobile,Europe,2,2024-10,Friday
T008410,C00289,Regular,2023-02-24,Electronics,764.16,1,764.16,Credit Card,Mobile,North America,5,2023-02,Friday
T008411,C01159,Regular,2024-01-12,Clothing,181.82,3,545.46,Credit Card,Desktop,Asia,4,2024-01,Friday
T008412,C00941,Regular,2024-11-16,Home & Garden,250.78,1,250.78,Credit Card,Desktop,Asia,5,2024-11,Saturday
T008413,C01697,VIP,2024-12-24,Home & Garden,305.0,1,305.0,Credit Card,Mobile,Europe,4,2024-12,Tuesday
T008414,C00066,VIP,2024-04-13,Beauty,50.85,2,101.7,Debit Card,Mobile,Asia,3,2024-04,Saturday
T008415,C01383,Regular,2024-10-13,Clothing,120.06,1,120.06,Bank Transfer,Mobile,North America,4,2024-10,Sunday
T008416,C01412,Regular,2023-12-14,Home & Garden,439.63,1,439.63,Debit Card,Mobile,North America,4,2023-12,Thursday
T008417,C00922,Regular,2023-02-28,Clothing,165.09,3,495.28,Credit Card,Mobile,Europe,4,2023-02,Tuesday
T008418,C01692,Regular,2024-03-25,Sports,162.53,1,162.53,Credit Card,Mobile,Europe,4,2024-03,Monday
T008419,C01519,Regular,2024-03-03,Home & Garden,29.17,1,29.17,Credit Card,Mobile,Asia,4,2024-03,Sunday
T008420,C00520,Regular,2023-04-25,Clothing,34.1,2,68.2,PayPal,Mobile,North America,5,2023-04,Tuesday
T008421,C00880,Regular,2024-02-13,Electronics,532.33,1,532.33,Credit Card,Mobile,Europe,5,2024-02,Tuesday
T008422,C01432,Regular,2023-08-29,Books,17.25,1,17.25,Debit Card,Mobile,Europe,4,2023-08,Tuesday
T008423,C01522,VIP,2024-06-28,Sports,526.47,2,1052.94,Bank Transfer,Mobile,North America,4,2024-06,Friday
T008424,C00655,Regular,2023-11-11,Electronics,217.85,1,217.85,PayPal,Desktop,Asia,5,2023-11,Saturday
T008425,C00102,Regular,2024-01-24,Home & Garden,135.97,1,135.97,Credit Card,Mobile,North America,5,2024-01,Wednesday
T008426,C00645,VIP,2023-01-05,Beauty,138.19,2,276.38,Credit Card,Desktop,Europe,3,2023-01,Thursday
T008427,C00727,Regular,2024-01-13,Books,48.98,2,97.96,Credit Card,Mobile,North America,5,2024-01,Saturday
T008428,C01929,VIP,2024-11-10,Books,119.65,1,119.65,Debit Card,Mobile,North America,4,2024-11,Sunday
T008429,C01633,Occasional,2024-08-28,Beauty,64.49,1,64.49,Debit Card,Mobile,North America,4,2024-08,Wednesday
T008430,C00148,Regular,2023-04-09,Beauty,23.7,2,47.4,Bank Transfer,Desktop,Others,3,2023-04,Sunday
T008431,C00758,Regular,2023-01-31,Sports,364.59,2,729.19,Bank Transfer,Desktop,Asia,4,2023-01,Tuesday
T008432,C00335,Occasional,2023-06-29,Beauty,14.39,1,14.39,Credit Card,Mobile,Europe,3,2023-06,Thursday
T008433,C01393,Regular,2023-12-04,Books,8.33,1,8.33,PayPal,Mobile,North America,3,2023-12,Monday
T008434,C00679,VIP,2023-07-26,Beauty,263.72,1,263.72,Credit Card,Mobile,Asia,4,2023-07,Wednesday
T008435,C01046,Regular,2024-12-02,Books,78.45,1,78.45,Credit Card,Mobile,North America,3,2024-12,Monday
T008436,C01857,Regular,2023-10-27,Electronics,147.64,2,295.28,Credit Card,Desktop,Asia,5,2023-10,Friday
T008437,C00918,Occasional,2024-02-09,Sports,139.26,1,139.26,Credit Card,Mobile,Europe,5,2024-02,Friday
T008438,C00717,Occasional,2024-05-23,Books,24.38,1,24.38,Credit Card,Mobile,North America,2,2024-05,Thursday
T008439,C01374,Occasional,2023-01-15,Books,39.62,1,39.62,Credit Card,Mobile,North America,3,2023-01,Sunday
T008440,C01969,Regular,2023-11-13,Clothing,187.16,2,374.32,Debit Card,Desktop,Europe,5,2023-11,Monday
T008441,C00976,Regular,2023-10-12,Sports,130.48,3,391.44,Debit Card,Desktop,North America,3,2023-10,Thursday
T008442,C01081,Regular,2024-08-11,Home & Garden,85.68,1,85.68,Credit Card,Mobile,North America,5,2024-08,Sunday
T008443,C01558,Regular,2023-08-11,Electronics,411.82,2,823.63,Credit Card,Mobile,Europe,5,2023-08,Friday
T008444,C00101,Regular,2023-03-12,Clothing,130.42,3,391.27,PayPal,Mobile,Asia,3,2023-03,Sunday
T008445,C01281,Regular,2024-12-27,Sports,360.71,1,360.71,Credit Card,Mobile,Europe,5,2024-12,Friday
T008446,C00852,Regular,2023-10-09,Clothing,19.36,1,19.36,Credit Card,Mobile,Asia,3,2023-10,Monday
T008447,C00711,VIP,2024-08-12,Books,100.94,1,100.94,Debit Card,Desktop,North America,5,2024-08,Monday
T008448,C00800,Occasional,2023-05-15,Beauty,76.51,1,76.51,PayPal,Mobile,Europe,3,2023-05,Monday
T008449,C01685,Regular,2023-09-28,Clothing,45.58,1,45.58,Credit Card,Mobile,Asia,4,2023-09,Thursday
T008450,C00703,Regular,2024-06-23,Clothing,189.61,1,189.61,PayPal,Desktop,North America,4,2024-06,Sunday
T008451,C01097,Regular,2023-07-31,Beauty,106.7,3,320.11,Credit Card,Mobile,Europe,5,2023-07,Monday
T008452,C01531,Regular,2023-04-17,Electronics,1138.29,1,1138.29,PayPal,Mobile,North America,4,2023-04,Monday
T008453,C01156,Regular,2023-01-08,Books,30.23,1,30.23,Credit Card,Desktop,Europe,5,2023-01,Sunday
T008454,C00064,Occasional,2024-09-06,Books,6.83,1,6.83,PayPal,Mobile,Asia,2,2024-09,Friday
T008455,C01030,Occasional,2023-12-10,Clothing,206.36,2,412.72,Credit Card,Mobile,Asia,4,2023-12,Sunday
T008456,C00025,Regular,2024-11-11,Beauty,14.91,1,14.91,Credit Card,Mobile,Europe,3,2024-11,Monday
T008457,C00944,Regular,2024-08-13,Home & Garden,410.06,2,820.13,PayPal,Mobile,Asia,5,2024-08,Tuesday
T008458,C00106,Regular,2024-01-17,Clothing,203.81,1,203.81,PayPal,Mobile,Asia,5,2024-01,Wednesday
T008459,C00797,Regular,2023-03-12,Sports,129.08,1,129.08,Bank Transfer,Desktop,Asia,4,2023-03,Sunday
T008460,C01866,Regular,2023-06-28,Home & Garden,308.44,1,308.44,Credit Card,Mobile,Asia,4,2023-06,Wednesday
T008461,C01423,Regular,2024-12-26,Home & Garden,195.66,1,195.66,Bank Transfer,Mobile,North America,4,2024-12,Thursday
T008462,C00426,Regular,2024-10-24,Beauty,40.88,3,122.63,Credit Card,Desktop,Europe,5,2024-10,Thursday
T008463,C00327,Regular,2024-02-10,Books,24.61,2,49.22,PayPal,Desktop,North America,4,2024-02,Saturday
T008464,C00749,Regular,2024-05-02,Electronics,500.39,2,1000.77,Debit Card,Mobile,Europe,5,2024-05,Thursday
T008465,C01066,Regular,2023-09-15,Books,47.64,1,47.64,Credit Card,Mobile,North America,3,2023-09,Friday
T008466,C01022,Regular,2023-11-28,Sports,41.64,1,41.64,Credit Card,Tablet,North America,3,2023-11,Tuesday
T008467,C01880,Regular,2024-05-01,Sports,443.07,1,443.07,Credit Card,Desktop,Asia,5,2024-05,Wednesday
T008468,C00126,Regular,2024-10-10,Beauty,32.73,1,32.73,Credit Card,Desktop,Europe,4,2024-10,Thursday
T008469,C01114,Regular,2024-05-16,Clothing,149.95,2,299.89,Debit Card,Mobile,Europe,5,2024-05,Thursday
T008470,C01939,Occasional,2024-09-25,Beauty,18.55,1,18.55,Bank Transfer,Desktop,North America,4,2024-09,Wednesday
T008471,C01360,Regular,2023-12-07,Sports,802.05,3,2406.15,Debit Card,Mobile,Europe,4,2023-12,Thursday
T008472,C01245,Occasional,2024-11-28,Electronics,843.92,1,843.92,Debit Card,Mobile,Europe,5,2024-11,Thursday
T008473,C01351,Regular,2023-04-10,Home & Garden,152.63,1,152.63,PayPal,Mobile,Europe,4,2023-04,Monday
T008474,C00528,Regular,2024-12-07,Beauty,84.44,1,84.44,Debit Card,Desktop,North America,5,2024-12,Saturday
T008475,C00415,Occasional,2024-09-20,Home & Garden,275.7,1,275.7,Debit Card,Desktop,Europe,4,2024-09,Friday
T008476,C01148,Regular,2024-06-10,Sports,625.71,1,625.71,Bank Transfer,Mobile,Europe,5,2024-06,Monday
T008477,C00329,Regular,2024-11-18,Beauty,149.99,1,149.99,PayPal,Desktop,North America,5,2024-11,Monday
T008478,C01187,Regular,2024-08-19,Books,65.14,2,130.28,Debit Card,Tablet,North America,3,2024-08,Monday
T008479,C00529,Regular,2024-01-23,Electronics,685.9,1,685.9,Debit Card,Mobile,Europe,5,2024-01,Tuesday
T008480,C00863,Occasional,2024-04-17,Clothing,190.12,1,190.12,Credit Card,Desktop,Asia,5,2024-04,Wednesday
T008481,C00414,Regular,2024-06-09,Sports,246.43,2,492.87,Debit Card,Desktop,Europe,4,2024-06,Sunday
T008482,C00543,Regular,2023-09-29,Beauty,41.09,1,41.09,PayPal,Desktop,Europe,4,2023-09,Friday
T008483,C01945,Occasional,2024-02-07,Beauty,14.69,1,14.69,Debit Card,Mobile,North America,4,2024-02,Wednesday
T008484,C00631,Regular,2023-10-25,Books,55.56,1,55.56,Credit Card,Desktop,Others,5,2023-10,Wednesday
T008485,C00401,Regular,2024-04-12,Beauty,90.74,3,272.22,Bank Transfer,Desktop,Europe,4,2024-04,Friday
T008486,C01010,Regular,2023-03-04,Clothing,177.33,2,354.66,Debit Card,Mobile,Europe,3,2023-03,Saturday
T008487,C00093,VIP,2023-04-05,Sports,527.82,3,1583.46,Bank Transfer,Mobile,North America,4,2023-04,Wednesday
T008488,C00861,Regular,2024-02-06,Home & Garden,31.28,2,62.57,Credit Card,Mobile,North America,4,2024-02,Tuesday
T008489,C01854,Occasional,2024-03-27,Sports,500.09,2,1000.18,PayPal,Mobile,Asia,5,2024-03,Wednesday
T008490,C00546,Regular,2024-11-11,Electronics,148.52,2,297.05,Credit Card,Tablet,Europe,4,2024-11,Monday
T008491,C00343,Regular,2023-09-07,Electronics,1213.63,1,1213.63,Bank Transfer,Mobile,Europe,4,2023-09,Thursday
T008492,C01118,Regular,2023-07-29,Books,7.82,1,7.82,PayPal,Desktop,North America,2,2023-07,Saturday
T008493,C00725,Regular,2024-09-17,Books,51.52,2,103.04,Credit Card,Mobile,Europe,5,2024-09,Tuesday
T008494,C00860,Regular,2023-09-02,Electronics,288.16,1,288.16,Debit Card,Mobile,Europe,5,2023-09,Saturday
T008495,C01796,Regular,2024-08-25,Electronics,601.04,1,601.04,Credit Card,Desktop,Asia,5,2024-08,Sunday
T008496,C01913,Regular,2023-08-01,Books,62.15,1,62.15,Debit Card,Mobile,North America,4,2023-08,Tuesday
T008497,C00313,Regular,2024-12-27,Beauty,92.45,2,184.89,Bank Transfer,Mobile,Asia,3,2024-12,Friday
T008498,C01799,VIP,2023-01-11,Beauty,104.86,3,314.58,Debit Card,Mobile,North America,5,2023-01,Wednesday
T008499,C00183,Regular,2024-09-01,Electronics,1525.53,1,1525.53,Credit Card,Mobile,North America,5,2024-09,Sunday
T008500,C01444,Regular,2023-10-12,Home & Garden,171.39,2,342.78,Credit Card,Desktop,Europe,5,2023-10,Thursday
T008501,C00187,Occasional,2024-12-16,Home & Garden,58.57,1,58.57,Debit Card,Desktop,Asia,5,2024-12,Monday
T008502,C00747,Occasional,2024-09-14,Sports,98.5,1,98.5,Debit Card,Mobile,Europe,3,2024-09,Saturday
T008503,C00458,Regular,2023-04-11,Electronics,499.43,2,998.86,PayPal,Desktop,Europe,5,2023-04,Tuesday
T008504,C00018,Regular,2024-11-28,Beauty,110.36,1,110.36,Bank Transfer,Mobile,Asia,4,2024-11,Thursday
T008505,C00014,Occasional,2023-04-09,Sports,324.29,1,324.29,Credit Card,Desktop,Asia,4,2023-04,Sunday
T008506,C00903,VIP,2024-02-05,Books,52.51,1,52.51,Credit Card,Desktop,Europe,5,2024-02,Monday
T008507,C00909,Regular,2023-04-03,Beauty,69.48,2,138.97,PayPal,Desktop,Asia,3,2023-04,Monday
T008508,C01726,VIP,2024-03-23,Clothing,140.73,2,281.46,PayPal,Mobile,North America,4,2024-03,Saturday
T008509,C00901,Regular,2024-09-22,Home & Garden,145.49,2,290.97,Bank Transfer,Desktop,Asia,4,2024-09,Sunday
T008510,C01216,Regular,2023-11-02,Home & Garden,283.31,2,566.62,Debit Card,Desktop,North America,5,2023-11,Thursday
T008511,C01467,Regular,2023-06-22,Sports,741.41,1,741.41,Debit Card,Mobile,Asia,5,2023-06,Thursday
T008512,C00082,Regular,2024-09-29,Sports,275.12,2,550.23,Credit Card,Desktop,North America,5,2024-09,Sunday
T008513,C00390,Regular,2024-06-04,Electronics,68.57,1,68.57,Credit Card,Desktop,North America,5,2024-06,Tuesday
T008514,C01487,Regular,2023-04-02,Clothing,71.74,1,71.74,Debit Card,Mobile,Asia,4,2023-04,Sunday
T008515,C01691,Occasional,2023-07-28,Home & Garden,218.64,1,218.64,Credit Card,Mobile,Europe,5,2023-07,Friday
T008516,C00682,VIP,2023-07-03,Home & Garden,322.2,1,322.2,Debit Card,Mobile,Asia,5,2023-07,Monday
T008517,C00041,VIP,2023-09-08,Home & Garden,888.23,3,2664.69,Bank Transfer,Mobile,Asia,5,2023-09,Friday
T008518,C01629,Regular,2024-06-15,Electronics,115.74,1,115.74,Credit Card,Desktop,Others,5,2024-06,Saturday
T008519,C01006,Regular,2023-09-23,Books,39.96,2,79.92,PayPal,Mobile,Europe,5,2023-09,Saturday
T008520,C00740,VIP,2023-09-11,Clothing,572.09,3,1716.27,Credit Card,Mobile,Asia,5,2023-09,Monday
T008521,C00894,VIP,2024-11-08,Electronics,781.83,1,781.83,Credit Card,Mobile,Others,4,2024-11,Friday
T008522,C01612,Regular,2024-01-08,Home & Garden,186.8,1,186.8,PayPal,Desktop,Asia,5,2024-01,Monday
T008523,C01845,Regular,2023-11-12,Books,13.37,1,13.37,Bank Transfer,Desktop,North America,3,2023-11,Sunday
